Manufacturer,Family,Name,Base frequency,TDP
AMD,Zen 4,AMD EPYC(TM) 8124P,2.45 ,125W
AMD,Zen 4,AMD EPYC(TM) 8024PN,02.05,80W
AMD,Zen 4,AMD EPYC(TM) 8024P,2.4,90W
AMD,Zen 3,AMD EPYC(TM) 7203P,2.8,120W
AMD,Zen 3,AMD EPYC(TM) 7203,2.8,120W
AMD,Zen 3,AMD EPYC(TM) 7303P,2.4,130W
AMD,Zen 3,AMD EPYC(TM) 7303,2.4,130W
AMD,Zen 3,AMD EPYC(TM) 7643P,2.3,225W
AMD,Zen 3,AMD EPYC(TM) 7773X,2.2,280W
AMD,Zen 3,AMD EPYC(TM) 7763,2.45 ,280W
AMD,Zen 3,AMD EPYC(TM) 7713P,2,225W
AMD,Zen 3,AMD EPYC(TM) 7713,2,225W
AMD,Zen 3,AMD EPYC(TM) 7663,2,240W
AMD,Zen 3,AMD EPYC(TM) 7643,2.3,225W
AMD,Zen 3,AMD EPYC(TM) 7663P,2,240W
AMD,Zen 3,AMD EPYC(TM) 75F3,2.95 ,280W
AMD,Zen 3,AMD EPYC(TM) 7573X,2.8,280W
AMD,Zen 3,AMD EPYC(TM) 7543P,2.8,225W
AMD,Zen 3,AMD EPYC(TM) 7543,2.8,225W
AMD,Zen 3,AMD EPYC(TM) 7513,2.6,200W
AMD,Zen 3,AMD EPYC(TM) 74F3,3.2,240W
AMD,Zen 3,AMD EPYC(TM) 7473X,2.8,240W
AMD,Zen 3,AMD EPYC(TM) 7453,2.75 ,225W
AMD,Zen 3,AMD EPYC(TM) 7443P,2.85 ,200W
AMD,Zen 3,AMD EPYC(TM) 7443,2.85 ,200W
AMD,Zen 3,AMD EPYC(TM) 7413,2.65 ,180W
AMD,Zen 3,AMD EPYC(TM) 73F3,3.5,240W
AMD,Zen 3,AMD EPYC(TM) 7373X,03.05,240W
AMD,Zen 3,AMD EPYC(TM) 7343,3.2,190W
AMD,Zen 3,AMD EPYC(TM) 7313P,3,155W
AMD,Zen 3,AMD EPYC(TM) 7313,3,155W
AMD,Zen 3,AMD EPYC(TM) 72F3,3.7,180W
AMD,Zen 2,AMD EPYC(TM) 7H12,2.6,280W
AMD,Zen 2,AMD EPYC(TM) 7F72,3.2,240W
AMD,Zen 2,AMD EPYC(TM) 7F52,3.5,240W
AMD,Zen 2,AMD EPYC(TM) 7F32,3.7,180W
AMD,Zen 2,AMD EPYC(TM) 7742,2.25 ,225W
AMD,Zen 2,AMD EPYC(TM) 7702P,2,200W
AMD,Zen 2,AMD EPYC(TM) 7702,2,200W
AMD,Zen 2,AMD EPYC(TM) 7662,2,225W
AMD,Zen 2,AMD EPYC(TM) 7642,2.3,225W
AMD,Zen 2,AMD EPYC(TM) 7552,2.2,200W
AMD,Zen 2,AMD EPYC(TM) 7542,2.9,225W
AMD,Zen 2,AMD EPYC(TM) 7532,2.4,200W
AMD,Zen 2,AMD EPYC(TM) 7502P,2.5,180W
AMD,Zen 2,AMD EPYC(TM) 7502,2.5,180W
AMD,Zen 2,AMD EPYC(TM) 7452,2.35 ,155W
AMD,Zen 2,AMD EPYC(TM) 7402P,2.8,180W
AMD,Zen 2,AMD EPYC(TM) 7402,2.8,180W
AMD,Zen 2,AMD EPYC(TM) 7352,2.3,155W
AMD,Zen 2,AMD EPYC(TM) 7302P,3,155W
AMD,Zen 2,AMD EPYC(TM) 7302,3,155W
AMD,Zen 2,AMD EPYC(TM) 7282,2.8,120W
AMD,Zen 2,AMD EPYC(TM) 7272,2.9,120W
AMD,Zen 2,AMD EPYC(TM) 7262,3.2,155W
AMD,Zen 2,AMD EPYC(TM) 7252,3.1,120W
AMD,Zen 2,AMD EPYC(TM) 7232P,3.1,120W
AMD,Zen,AMD EPYC(TM) 7601,2.2,180W
AMD,Zen,AMD EPYC(TM) 7551P,2,180W
AMD,Zen,AMD EPYC(TM) 7551,2,180W
AMD,Zen,AMD EPYC(TM) 7501,2,170W
AMD,Zen,AMD EPYC(TM) 7451,2.3,180W
AMD,Zen,AMD EPYC(TM) 7401P,2,170W
AMD,Zen,AMD EPYC(TM) 7401,2,170W
AMD,Zen,AMD EPYC(TM) 7371,3.1,200W
AMD,Zen,AMD EPYC(TM) 7351P,2.4,170W
AMD,Zen,AMD EPYC(TM) 7351,2.4,170W
AMD,Zen,AMD EPYC(TM) 7301,2.2,170W
AMD,Zen,AMD EPYC(TM) 7281,2.1,170W
AMD,Zen,AMD EPYC(TM) 7261,2.5,170W
AMD,Zen,AMD EPYC(TM) 7251,2.1,120W
AMD,Zen 4,AMD EPYC(TM) 4584PX,4.2,120W
AMD,Zen 4,AMD EPYC(TM) 4564P,4.5,170W
AMD,Zen 4,AMD EPYC(TM) 4484PX,4.4,120W
AMD,Zen 4,AMD EPYC(TM) 4464P,3.7,65W
AMD,Zen 4,AMD EPYC(TM) 4364P,4.5,105W
AMD,Zen 4,AMD EPYC(TM) 4344P,3.8,65W
AMD,Zen 4,AMD EPYC(TM) 4244P,3.8,65W
AMD,Zen 4,AMD EPYC(TM) 4124P,3.8,65W
AMD,Zen 4,AMD EPYC(TM) Embedded 9654P,2.4,360W
AMD,Zen 4,AMD EPYC(TM) Embedded 9654,2.4,360W
AMD,Zen 4,AMD EPYC(TM) Embedded 9554P,3.1,360W
AMD,Zen 4,AMD EPYC(TM) Embedded 9554,3.1,360W
AMD,Zen 4,AMD EPYC(TM) Embedded 9534,2.45 ,280W
AMD,Zen 4,AMD EPYC(TM) Embedded 9454P,2.75 ,290W
AMD,Zen 4,AMD EPYC(TM) Embedded 9454,2.75 ,290W
AMD,Zen 4,AMD EPYC(TM) Embedded 9354P,3.25 ,280W
AMD,Zen 4,AMD EPYC(TM) Embedded 9354,3.25 ,280W
AMD,Zen 4,AMD EPYC(TM) Embedded 9254,2.9,200W
AMD,Zen 4,AMD EPYC(TM) Embedded 9124,3,200W
AMD,Zen 4c,AMD EPYC(TM) Embedded 8534P,2.3,200W
AMD,Zen 4c,AMD EPYC(TM) Embedded 8434P,2.5,200W
AMD,Zen 4,AMD Ryzen(TM) Embedded 8845HS,3.8,35-54W
AMD,Zen 4c,AMD EPYC(TM) Embedded 8324P,2.65 ,180W
AMD,Zen 4,AMD Ryzen(TM) Embedded 8840U,3.3,15-30W
AMD,Zen 4c,AMD EPYC(TM) Embedded 8224P,2.55 ,180W
AMD,Zen 4,AMD Ryzen(TM) Embedded 8645HS,4.3,35-54W
AMD,Zen 4c,AMD EPYC(TM) Embedded 8124P,2.45 ,125W
AMD,Zen 4,AMD Ryzen(TM) Embedded 8640U,3.5,15-30W
AMD,Zen 4c,AMD EPYC(TM) Embedded 8C24P,2.45 ,100W
AMD,Zen 4,AMD Ryzen(TM) Embedded 7945,3.7,65W
AMD,Zen 4,AMD Ryzen(TM) Embedded 7745,3.8,65W
AMD,Zen 4,AMD Ryzen(TM) Embedded 7700X,4.5,105W
AMD,Zen 4,AMD Ryzen(TM) Embedded 7645,3.8,65W
AMD,Zen 4,AMD Ryzen(TM) Embedded 7600X,4.7,105W
AMD,Zen 3,AMD EPYC(TM) Embedded 7713P,2,225W
AMD,Zen 3,AMD EPYC(TM) Embedded 7713,2,225W
AMD,Zen 3,AMD EPYC(TM) Embedded 7643,2.3,225W
AMD,Zen 3,AMD EPYC(TM) Embedded 7543P,2.8,225W
AMD,Zen 3,AMD EPYC(TM) Embedded 7543,2.8,225W
AMD,Zen 3,AMD EPYC(TM) Embedded 7443P,2.85 ,200W
AMD,Zen 3,AMD EPYC(TM) Embedded 7443,2.85 ,200W
AMD,Zen 3,AMD EPYC(TM) Embedded 7413,2.65 ,180W
AMD,Zen 3,AMD EPYC(TM) Embedded 7313P,3,155W
AMD,Zen 3,AMD EPYC(TM) Embedded 7313,3,155W
AMD,Zen 3,AMD Ryzen(TM) Embedded 5950E Processor,03.05,105W
AMD,Zen 3,AMD Ryzen(TM) Embedded 5900E Processor,3.35 ,105W
AMD,Zen 3,AMD Ryzen(TM) Embedded 5800E Processor,3.4,65-100W
AMD,Zen 3,AMD Ryzen(TM) Embedded 5600E Processor,3.3,65W
AMD,Zen 3,AMD Ryzen(TM) Embedded V3C48,3.3,45W
AMD,Zen 3,AMD Ryzen(TM) Embedded V3C44,3.5,45W
AMD,Zen 3,AMD Ryzen(TM) Embedded V3C18I,1.9,15W
AMD,Zen 3,AMD Ryzen(TM) Embedded V3C16,2,15W
AMD,Zen 3,AMD Ryzen(TM) Embedded V3C14,2.3,15W
AMD,Zen 2,AMD EPYC(TM) Embedded 7742,2.25 ,225W
AMD,Zen 2,AMD EPYC(TM) Embedded 7662,2,225W
AMD,Zen 2,AMD EPYC(TM) Embedded 7642,2.3,225W
AMD,Zen 2,AMD EPYC(TM) Embedded 7552,2.2,200W
AMD,Zen 2,AMD EPYC(TM) Embedded 7542,2.9,225W
AMD,Zen 2,AMD EPYC(TM) Embedded 7502P,2.5,180W
AMD,Zen 2,AMD EPYC(TM) Embedded 7502,2.5,180W
AMD,Zen 2,AMD EPYC(TM) Embedded 7452,2.35 ,155W
AMD,Zen 2,AMD EPYC(TM) Embedded 7402P,2.8,180W
AMD,Zen 2,AMD EPYC(TM) Embedded 7402,2.8,180W
AMD,Zen 2,AMD EPYC(TM) Embedded 7352,2.3,155W
AMD,Zen 2,AMD EPYC(TM) Embedded 7302P,3,155W
AMD,Zen 2,AMD EPYC(TM) Embedded 7302,3,155W
AMD,Zen 2,AMD EPYC(TM) Embedded 7282,2.8,120W
AMD,Zen 2,AMD EPYC(TM) Embedded 7272,2.9,120W
AMD,Zen 2,AMD EPYC(TM) Embedded 7262,3.2,155W
AMD,Zen 2,AMD EPYC(TM) Embedded 7252,3.1,120W
AMD,Zen 2,AMD EPYC(TM) Embedded 7232P,3.1,120W
AMD,Zen 2,AMD Ryzen(TM) Embedded V2A46 with Radeon(TM) Graphics,3,35-54W
AMD,Zen 2,AMD Ryzen(TM) Embedded V2748 with Radeon(TM) Graphics,2.9,35-54W
AMD,Zen 2,AMD Ryzen(TM) Embedded V2718 with Radeon(TM) Graphics,1.7,10-25W
AMD,Zen 2,AMD Ryzen(TM) Embedded V2546 with Radeon(TM) Graphics,3,35-54W
AMD,Zen 2,AMD Ryzen(TM) Embedded V2516 with Radeon(TM) Graphics,2.1,10-25W
AMD,Zen+,AMD Ryzen(TM) Embedded R2314 with Radeon(TM) Graphics,2.1,12-35W
AMD,Zen+,AMD Ryzen(TM) Embedded R2312 with Radeon(TM) Graphics,2.7,12-25W
AMD,Zen,AMD EPYC(TM) Embedded 7601,2.2,180W
AMD,Zen,AMD EPYC(TM) Embedded 755P,2,180W
AMD,Zen,AMD EPYC(TM) Embedded 7551,2,180W
AMD,Zen,AMD EPYC(TM) Embedded 7501,2,155W
AMD,Zen,AMD EPYC(TM) Embedded 7451,2.3,180W
AMD,Zen,AMD EPYC(TM) Embedded 740P,2,155W
AMD,Zen,AMD EPYC(TM) Embedded 7401,2,155W
AMD,Zen,AMD EPYC(TM) Embedded 7371,3.1,200W
AMD,Zen,AMD EPYC(TM) Embedded 735P,2.4,155W
AMD,Zen,AMD EPYC(TM) Embedded 7351,2.4,155W
AMD,Zen,AMD EPYC(TM) Embedded 7301,2.2,155W
AMD,Zen,AMD EPYC(TM) Embedded 7281,2.1,155W
AMD,Zen,AMD EPYC(TM) Embedded 7261,2.5,155W
AMD,Zen,AMD EPYC(TM) Embedded 7251,2.1,120W
AMD,Zen,AMD EPYC(TM) Embedded 3451,2.14 ,80-100W
AMD,Zen,AMD EPYC(TM) Embedded 3351,1.9,60-80W
AMD,Zen,AMD EPYC(TM) Embedded 3255,2.5,25-55W
AMD,Zen,AMD EPYC(TM) Embedded 3251,2.5,55W
AMD,Zen,AMD EPYC(TM) Embedded 3201,1.5,30W
AMD,Zen,AMD EPYC(TM) Embedded 3151,2.7,45W
AMD,Zen,AMD EPYC(TM) Embedded 3101,2.1,35W
AMD,Zen,AMD Ryzen(TM) Embedded V1807B with Radeon(TM) Vega 11 Graphics,3.35 ,35-54W
AMD,Zen,AMD Ryzen(TM) Embedded V1780B,3.35 ,35-54W
AMD,Zen,AMD Ryzen(TM) Embedded V1756B with Radeon(TM) Vega 8 Graphics,3.25 ,35-54W
AMD,Zen,AMD Ryzen(TM) Embedded V1605B with Radeon(TM) Vega 8 Graphics,2,12-25W
AMD,Zen,AMD Ryzen(TM) Embedded V1500B,2.2,12-25W
AMD,Zen,AMD Ryzen(TM) Embedded V1202B with Radeon(TM) Vega 3 Graphics,2.3,12-25W
AMD,Zen,AMD Ryzen(TM) Embedded R1606G with Radeon(TM) Vega 3 Graphics,2.6,12-25W
AMD,Zen,AMD Ryzen(TM) Embedded R1600,2.6,12--25W
AMD,Zen,AMD Ryzen(TM) Embedded R1505G with Radeon(TM) Vega 3 Graphics,2.4,12-25W
AMD,Zen,AMD Ryzen(TM) Embedded R1305G with Radeon(TM) Vega 3 Graphics,1.5,8-10W
AMD,Zen,AMD Ryzen(TM) Embedded R1102G with Radeon(TM) Vega 3 Graphics,1.2,6W
